team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
Afghanistan,Bangladesh,Melbourne,Batting,Rainy,1,1,196.0,149.0,6,9,70,35,52.0,71.0,T20,1
South Africa,Afghanistan,Melbourne,Batting,Rainy,2,1,176.0,177.0,9,7,77,36,93.0,78.0,T20,1
Afghanistan,England,Johannesburg,Batting,Clear,1,1,190.0,155.0,9,5,88,66,45.0,88.0,T20,1
Australia,West Indies,Sydney,Bowling,Cloudy,2,1,166.0,192.0,6,4,83,75,41.0,22.0,T20,0
Sri Lanka,Bangladesh,Delhi,Batting,Rainy,1,1,159.0,171.0,8,9,34,51,87.0,27.0,ODI,1
Bangladesh,West Indies,Bengaluru,Balanced,Clear,1,1,181.0,194.0,6,7,30,36,54.0,65.0,T20,0
India,West Indies,Johannesburg,Batting,Rainy,1,1,182.0,153.0,7,6,39,39,91.0,33.0,ODI,1
Sri Lanka,England,Dubai,Batting,Clear,1,0,141.0,163.0,6,9,59,67,63.0,64.0,ODI,0
Bangladesh,Sri Lanka,Melbourne,Bowling,Humid,2,0,184.0,162.0,9,9,32,73,26.0,64.0,T20,0
New Zealand,South Africa,Sydney,Bowling,Cloudy,2,0,195.0,190.0,5,5,57,68,20.0,58.0,T20,0
South Africa,Afghanistan,Chennai,Bowling,Rainy,1,1,183.0,148.0,8,6,88,58,59.0,22.0,ODI,1
India,Bangladesh,Sydney,Balanced,Humid,2,0,180.0,148.0,5,9,38,60,40.0,34.0,ODI,1
Pakistan,Sri Lanka,Sydney,Batting,Humid,1,0,177.0,173.0,8,9,78,84,27.0,29.0,T20,0
Sri Lanka,Bangladesh,Chennai,Batting,Clear,1,0,179.0,147.0,4,5,43,63,40.0,51.0,ODI,1
South Africa,Afghanistan,Sydney,Balanced,Humid,2,0,164.0,175.0,7,5,47,50,70.0,87.0,ODI,0
New Zealand,England,Kolkata,Batting,Cloudy,2,0,157.0,152.0,5,6,66,63,92.0,50.0,ODI,1
South Africa,New Zealand,Johannesburg,Balanced,Rainy,2,0,156.0,165.0,9,5,30,71,95.0,22.0,ODI,0
West Indies,Bangladesh,Kolkata,Bowling,Clear,1,1,157.0,172.0,8,5,51,65,71.0,44.0,ODI,0
South Africa,New Zealand,Melbourne,Bowling,Cloudy,1,0,167.0,163.0,5,6,70,58,84.0,97.0,ODI,1
Afghanistan,England,Sydney,Batting,Cloudy,2,1,165.0,169.0,6,6,51,30,92.0,42.0,ODI,1
Sri Lanka,Australia,Melbourne,Batting,Humid,2,1,192.0,192.0,7,4,75,88,98.0,96.0,T20,0
Bangladesh,West Indies,Chennai,Balanced,Humid,1,1,189.0,195.0,5,7,43,44,30.0,37.0,T20,1
England,Australia,Sydney,Balanced,Cloudy,1,0,157.0,182.0,9,4,52,38,85.0,21.0,ODI,1
New Zealand,Pakistan,Bengaluru,Balanced,Humid,1,1,144.0,196.0,7,4,30,54,24.0,22.0,ODI,0
India,England,Dubai,Batting,Humid,1,1,176.0,162.0,8,5,67,49,54.0,79.0,ODI,1
Bangladesh,India,Sydney,Bowling,Clear,1,1,174.0,163.0,9,6,58,70,75.0,54.0,ODI,1
West Indies,New Zealand,Chennai,Batting,Cloudy,2,0,174.0,147.0,5,4,51,74,33.0,46.0,ODI,1
Afghanistan,Pakistan,London,Bowling,Humid,1,0,199.0,185.0,7,6,33,74,28.0,78.0,T20,0
Pakistan,West Indies,Melbourne,Batting,Cloudy,1,1,174.0,190.0,6,6,64,87,84.0,80.0,T20,0
England,Sri Lanka,Johannesburg,Balanced,Clear,1,1,194.0,190.0,4,5,30,58,20.0,55.0,T20,1
Afghanistan,Australia,London,Balanced,Rainy,1,0,189.0,178.0,5,7,75,80,48.0,68.0,T20,1
West Indies,India,Bengaluru,Batting,Clear,2,0,184.0,194.0,8,9,61,52,20.0,37.0,T20,1
West Indies,Afghanistan,Chennai,Batting,Cloudy,2,1,174.0,141.0,9,5,58,32,47.0,67.0,ODI,1
Australia,Sri Lanka,Melbourne,Bowling,Cloudy,2,0,170.0,184.0,8,9,45,74,41.0,82.0,T20,0
India,Pakistan,Chennai,Batting,Clear,2,1,154.0,169.0,7,8,64,60,30.0,48.0,ODI,0
Pakistan,Sri Lanka,Bengaluru,Balanced,Humid,1,0,155.0,145.0,6,6,53,83,92.0,38.0,ODI,1
South Africa,Bangladesh,Bengaluru,Balanced,Rainy,1,0,156.0,165.0,4,7,76,44,95.0,46.0,ODI,1
South Africa,England,Sydney,Bowling,Humid,1,0,164.0,176.0,4,8,50,58,41.0,57.0,ODI,0
Pakistan,Afghanistan,Dubai,Batting,Humid,1,1,187.0,192.0,8,6,79,30,98.0,46.0,T20,1
Sri Lanka,India,Johannesburg,Balanced,Humid,2,1,144.0,198.0,5,6,68,43,82.0,94.0,T20,0
Pakistan,South Africa,Johannesburg,Batting,Clear,2,0,179.0,155.0,7,7,81,35,44.0,51.0,ODI,1
New Zealand,South Africa,Johannesburg,Batting,Clear,1,1,191.0,198.0,7,8,45,86,82.0,53.0,T20,0
India,Bangladesh,Sydney,Balanced,Cloudy,2,0,175.0,199.0,6,6,55,77,20.0,42.0,T20,0
South Africa,Afghanistan,Mumbai,Balanced,Humid,1,0,170.0,194.0,4,7,57,31,64.0,87.0,T20,1
India,New Zealand,Sydney,Balanced,Humid,2,1,183.0,185.0,8,6,75,60,74.0,42.0,T20,1
Pakistan,Sri Lanka,London,Batting,Rainy,2,1,192.0,167.0,7,4,72,63,20.0,53.0,T20,1
England,Pakistan,Delhi,Batting,Clear,2,0,179.0,156.0,7,8,73,70,42.0,55.0,ODI,1
South Africa,India,Dubai,Batting,Cloudy,1,0,154.0,152.0,7,8,87,70,45.0,21.0,ODI,1
England,West Indies,Chennai,Bowling,Cloudy,2,0,198.0,169.0,5,4,86,35,79.0,96.0,T20,1
England,Bangladesh,Delhi,Batting,Rainy,1,0,153.0,155.0,5,6,40,44,86.0,22.0,ODI,1
Bangladesh,New Zealand,Mumbai,Balanced,Humid,1,1,190.0,158.0,8,7,68,60,24.0,70.0,T20,1
Sri Lanka,West Indies,Sydney,Bowling,Rainy,2,1,193.0,168.0,9,7,79,48,20.0,44.0,T20,1
Afghanistan,New Zealand,London,Bowling,Rainy,1,1,196.0,145.0,7,9,38,33,33.0,24.0,T20,1
Bangladesh,Australia,Delhi,Balanced,Clear,2,0,194.0,187.0,9,6,70,76,78.0,83.0,T20,1
South Africa,Australia,Chennai,Batting,Rainy,2,1,155.0,173.0,8,6,54,38,54.0,22.0,ODI,0
England,West Indies,Dubai,Batting,Clear,2,0,179.0,158.0,9,8,66,58,98.0,82.0,ODI,1
Afghanistan,Sri Lanka,Bengaluru,Batting,Humid,2,1,141.0,145.0,6,5,86,86,58.0,54.0,ODI,0
Pakistan,New Zealand,Mumbai,Batting,Clear,1,0,141.0,160.0,5,5,50,75,54.0,85.0,ODI,0
South Africa,Bangladesh,Melbourne,Bowling,Humid,2,1,140.0,186.0,9,9,85,36,45.0,66.0,ODI,0
Afghanistan,England,Kolkata,Batting,Cloudy,1,1,176.0,143.0,9,7,36,64,77.0,82.0,ODI,1
England,Afghanistan,Melbourne,Bowling,Rainy,1,0,198.0,158.0,4,4,75,36,84.0,77.0,T20,1
West Indies,Bangladesh,Melbourne,Balanced,Clear,2,0,165.0,162.0,5,6,74,32,80.0,99.0,ODI,1
England,West Indies,Dubai,Balanced,Clear,2,0,154.0,162.0,9,6,79,35,83.0,38.0,ODI,1
Afghanistan,Sri Lanka,Melbourne,Bowling,Cloudy,1,0,181.0,147.0,4,4,69,54,23.0,41.0,ODI,1
South Africa,Pakistan,Melbourne,Batting,Clear,2,1,195.0,187.0,8,6,55,30,75.0,81.0,T20,1
South Africa,New Zealand,Mumbai,Bowling,Cloudy,1,0,159.0,174.0,8,7,50,77,47.0,25.0,ODI,0
Australia,England,Dubai,Bowling,Humid,1,0,177.0,183.0,5,5,69,58,46.0,33.0,T20,1
West Indies,New Zealand,London,Batting,Cloudy,2,0,148.0,165.0,8,5,70,77,72.0,22.0,ODI,0
Afghanistan,Bangladesh,Johannesburg,Batting,Humid,2,1,174.0,165.0,7,5,71,53,46.0,20.0,ODI,1
Afghanistan,Australia,Johannesburg,Bowling,Cloudy,1,1,141.0,177.0,5,9,79,64,34.0,92.0,ODI,0
Australia,Bangladesh,Bengaluru,Batting,Rainy,2,1,142.0,158.0,6,7,63,88,72.0,44.0,ODI,0
Pakistan,England,Dubai,Balanced,Cloudy,2,1,152.0,174.0,9,4,54,69,55.0,42.0,ODI,0
Afghanistan,New Zealand,Johannesburg,Batting,Humid,1,0,191.0,154.0,4,9,36,74,60.0,69.0,T20,1
India,Pakistan,London,Bowling,Clear,2,1,187.0,169.0,4,6,44,54,34.0,66.0,T20,1
India,Sri Lanka,Delhi,Batting,Rainy,1,1,196.0,145.0,6,5,49,65,42.0,64.0,T20,1
South Africa,West Indies,Sydney,Bowling,Rainy,2,0,195.0,169.0,6,7,38,56,69.0,34.0,T20,1
Pakistan,New Zealand,Bengaluru,Balanced,Clear,2,0,170.0,154.0,5,8,46,62,77.0,22.0,ODI,1
India,South Africa,Mumbai,Bowling,Cloudy,2,0,145.0,188.0,5,4,59,51,47.0,91.0,ODI,0
West Indies,Pakistan,Johannesburg,Balanced,Rainy,1,1,166.0,179.0,4,6,84,72,30.0,42.0,T20,1
Sri Lanka,South Africa,Dubai,Batting,Humid,2,0,161.0,159.0,5,5,75,83,86.0,57.0,ODI,1
Pakistan,Sri Lanka,Delhi,Balanced,Clear,2,0,159.0,164.0,8,7,89,75,55.0,70.0,ODI,1
New Zealand,Australia,Delhi,Batting,Clear,1,0,142.0,160.0,8,7,81,40,98.0,88.0,ODI,1
Bangladesh,England,Kolkata,Bowling,Humid,1,0,177.0,149.0,6,6,45,75,28.0,22.0,ODI,1
Bangladesh,India,Mumbai,Balanced,Rainy,1,0,199.0,191.0,6,4,64,55,65.0,98.0,T20,1
West Indies,New Zealand,Mumbai,Batting,Clear,2,1,195.0,190.0,8,5,58,43,72.0,96.0,T20,1
India,Bangladesh,Kolkata,Balanced,Humid,2,0,150.0,189.0,7,6,52,55,62.0,26.0,ODI,0
Sri Lanka,Afghanistan,London,Bowling,Clear,2,0,191.0,142.0,5,4,55,86,45.0,76.0,ODI,1
South Africa,Pakistan,London,Batting,Rainy,1,0,171.0,157.0,9,4,37,72,76.0,54.0,ODI,0
New Zealand,England,Delhi,Balanced,Rainy,2,1,177.0,178.0,7,8,84,62,50.0,29.0,T20,1
Afghanistan,Pakistan,Melbourne,Balanced,Rainy,1,0,198.0,195.0,6,9,58,61,28.0,76.0,T20,0
England,West Indies,Delhi,Batting,Humid,1,1,170.0,142.0,8,8,47,46,85.0,37.0,ODI,1
Bangladesh,Sri Lanka,London,Batting,Clear,1,1,148.0,156.0,9,9,35,81,26.0,22.0,ODI,0
Pakistan,West Indies,London,Bowling,Cloudy,2,0,185.0,193.0,7,8,38,56,44.0,26.0,T20,0
New Zealand,West Indies,Dubai,Bowling,Humid,2,1,183.0,156.0,5,7,80,59,53.0,25.0,ODI,1
Afghanistan,India,Melbourne,Bowling,Humid,2,1,170.0,169.0,5,9,56,81,97.0,59.0,ODI,1
West Indies,Australia,Sydney,Balanced,Rainy,1,1,177.0,154.0,7,6,72,35,43.0,83.0,ODI,1
Australia,India,Melbourne,Bowling,Clear,1,1,170.0,182.0,5,4,87,66,51.0,53.0,T20,1
New Zealand,Afghanistan,London,Batting,Rainy,2,0,175.0,169.0,9,6,35,64,70.0,43.0,T20,0
England,Australia,Kolkata,Batting,Cloudy,1,1,162.0,169.0,8,5,53,83,51.0,24.0,ODI,0
India,England,Kolkata,Bowling,Rainy,1,0,170.0,169.0,9,9,45,70,76.0,25.0,T20,1
Sri Lanka,Pakistan,Chennai,Bowling,Cloudy,2,1,180.0,170.0,9,4,86,67,20.0,53.0,T20,1
Pakistan,Australia,Chennai,Bowling,Rainy,1,1,190.0,160.0,4,5,62,48,98.0,94.0,T20,1
England,Pakistan,Bengaluru,Bowling,Rainy,1,1,180.0,141.0,7,6,34,65,60.0,54.0,ODI,1
England,West Indies,London,Batting,Cloudy,2,1,184.0,188.0,9,9,65,56,59.0,87.0,T20,0
Australia,New Zealand,Sydney,Balanced,Cloudy,2,0,188.0,141.0,9,6,34,62,58.0,32.0,ODI,1
New Zealand,South Africa,Kolkata,Batting,Rainy,1,0,161.0,172.0,6,5,88,81,33.0,58.0,ODI,0
Pakistan,New Zealand,Melbourne,Balanced,Clear,2,1,151.0,145.0,7,5,60,34,82.0,35.0,ODI,1
Australia,England,Melbourne,Batting,Rainy,1,1,159.0,169.0,7,5,46,89,25.0,43.0,ODI,0
England,Pakistan,Sydney,Balanced,Clear,1,1,197.0,194.0,5,5,87,82,21.0,46.0,T20,1
Pakistan,England,Sydney,Balanced,Cloudy,1,0,171.0,180.0,5,7,58,47,72.0,23.0,T20,1
West Indies,New Zealand,Mumbai,Batting,Rainy,2,1,169.0,199.0,6,7,37,53,25.0,50.0,T20,0
India,Pakistan,Sydney,Batting,Humid,1,0,164.0,154.0,6,9,30,79,46.0,22.0,ODI,0
India,Afghanistan,Dubai,Bowling,Cloudy,2,1,174.0,184.0,5,5,43,34,70.0,55.0,T20,1
South Africa,West Indies,Johannesburg,Batting,Humid,1,1,181.0,146.0,9,5,62,73,34.0,45.0,ODI,1
South Africa,Pakistan,Delhi,Bowling,Humid,1,0,159.0,166.0,7,9,54,44,70.0,38.0,ODI,1
South Africa,Australia,Sydney,Balanced,Rainy,1,0,144.0,152.0,8,5,49,38,33.0,22.0,ODI,1
India,England,Bengaluru,Batting,Clear,2,1,180.0,155.0,7,8,88,81,38.0,75.0,ODI,1
Pakistan,West Indies,Melbourne,Batting,Cloudy,2,0,185.0,148.0,6,4,48,65,57.0,38.0,ODI,1
Bangladesh,South Africa,London,Batting,Humid,2,0,151.0,146.0,7,9,65,67,20.0,48.0,ODI,1
India,Afghanistan,Chennai,Balanced,Cloudy,2,1,164.0,160.0,5,9,67,40,77.0,23.0,ODI,1
Bangladesh,Australia,Mumbai,Balanced,Clear,1,0,154.0,159.0,8,6,58,75,91.0,80.0,ODI,0
New Zealand,West Indies,Sydney,Bowling,Humid,1,0,149.0,143.0,5,9,41,57,86.0,44.0,ODI,1
Sri Lanka,South Africa,Delhi,Balanced,Clear,2,0,161.0,157.0,9,9,51,60,36.0,85.0,ODI,0
New Zealand,Sri Lanka,Chennai,Batting,Humid,1,1,162.0,197.0,8,5,31,45,44.0,28.0,T20,0
England,New Zealand,Johannesburg,Batting,Cloudy,1,0,142.0,160.0,7,8,57,32,22.0,57.0,ODI,0
West Indies,Afghanistan,Delhi,Batting,Clear,1,0,194.0,146.0,9,8,33,33,77.0,91.0,ODI,1
Australia,New Zealand,Mumbai,Bowling,Cloudy,1,0,148.0,172.0,6,6,60,81,96.0,22.0,ODI,0
Bangladesh,Sri Lanka,Delhi,Batting,Clear,1,0,172.0,196.0,9,5,58,41,41.0,37.0,T20,0
Bangladesh,England,Mumbai,Balanced,Rainy,1,1,198.0,148.0,9,4,40,39,67.0,37.0,T20,1
India,New Zealand,Dubai,Balanced,Clear,2,1,140.0,154.0,5,7,69,43,82.0,31.0,ODI,1
South Africa,Australia,Sydney,Batting,Rainy,1,0,196.0,167.0,5,9,35,42,56.0,51.0,T20,1
England,West Indies,Sydney,Bowling,Rainy,2,0,170.0,165.0,6,8,75,59,39.0,27.0,ODI,0
Afghanistan,England,Chennai,Batting,Cloudy,1,0,164.0,179.0,5,8,59,39,29.0,93.0,T20,0
England,Australia,Sydney,Balanced,Humid,2,1,172.0,193.0,8,5,38,44,97.0,27.0,T20,0
England,Bangladesh,Mumbai,Balanced,Cloudy,1,0,193.0,153.0,7,8,45,76,26.0,22.0,T20,1
England,India,Kolkata,Batting,Cloudy,1,1,145.0,183.0,4,5,75,76,68.0,22.0,ODI,0
Sri Lanka,Pakistan,London,Batting,Clear,2,1,162.0,146.0,8,6,39,46,22.0,22.0,ODI,0
India,South Africa,Melbourne,Batting,Rainy,1,1,148.0,165.0,5,5,56,60,97.0,95.0,ODI,0
South Africa,Sri Lanka,Chennai,Balanced,Clear,2,0,140.0,177.0,8,8,78,78,97.0,45.0,ODI,0
England,Pakistan,Dubai,Balanced,Clear,1,1,152.0,186.0,7,8,89,40,41.0,22.0,ODI,1
Afghanistan,Australia,Dubai,Batting,Clear,2,0,159.0,168.0,6,9,56,35,25.0,22.0,ODI,0
South Africa,England,Johannesburg,Batting,Clear,1,1,199.0,163.0,8,4,48,57,93.0,65.0,T20,1
England,Pakistan,Melbourne,Bowling,Clear,1,0,156.0,181.0,5,7,37,81,78.0,36.0,ODI,0
India,England,Chennai,Balanced,Cloudy,2,1,193.0,148.0,8,8,53,50,60.0,94.0,T20,1
South Africa,Australia,Dubai,Balanced,Rainy,2,0,161.0,166.0,7,6,66,50,62.0,47.0,ODI,1
Bangladesh,India,Kolkata,Bowling,Rainy,1,1,145.0,191.0,5,4,51,79,22.0,72.0,ODI,0
New Zealand,South Africa,Sydney,Bowling,Rainy,2,0,150.0,158.0,8,6,47,45,83.0,91.0,ODI,0
Afghanistan,England,Dubai,Batting,Humid,1,0,184.0,177.0,7,6,38,82,33.0,36.0,T20,0
Bangladesh,Pakistan,Dubai,Bowling,Rainy,1,1,191.0,169.0,6,7,65,37,22.0,44.0,T20,1
West Indies,Sri Lanka,Melbourne,Bowling,Cloudy,1,0,159.0,189.0,7,6,45,42,64.0,94.0,T20,0
England,Sri Lanka,Johannesburg,Bowling,Cloudy,2,0,159.0,199.0,6,4,66,44,41.0,85.0,T20,0
New Zealand,West Indies,Kolkata,Balanced,Cloudy,2,0,198.0,187.0,7,9,55,53,42.0,78.0,T20,1
England,West Indies,Melbourne,Balanced,Rainy,1,0,170.0,197.0,9,6,55,31,55.0,77.0,T20,0
South Africa,Australia,Melbourne,Bowling,Rainy,2,1,162.0,174.0,7,5,53,33,20.0,27.0,ODI,1
South Africa,Pakistan,Melbourne,Balanced,Cloudy,1,0,147.0,168.0,6,5,88,42,25.0,43.0,ODI,1
Afghanistan,Australia,Mumbai,Batting,Cloudy,2,1,168.0,189.0,7,8,51,50,74.0,30.0,T20,0
India,Bangladesh,Dubai,Balanced,Rainy,2,1,169.0,171.0,9,6,34,78,99.0,47.0,ODI,0
Bangladesh,India,Dubai,Bowling,Cloudy,2,0,183.0,192.0,5,7,71,66,52.0,36.0,T20,0
South Africa,India,Bengaluru,Balanced,Rainy,1,1,167.0,158.0,8,8,40,35,23.0,81.0,ODI,1
Sri Lanka,India,Mumbai,Batting,Clear,2,1,146.0,144.0,8,6,67,81,81.0,20.0,ODI,1
India,New Zealand,Sydney,Balanced,Clear,2,1,173.0,156.0,8,6,83,75,42.0,22.0,ODI,1
India,Afghanistan,London,Bowling,Clear,1,0,161.0,166.0,9,9,68,81,31.0,39.0,ODI,0
South Africa,New Zealand,Johannesburg,Batting,Humid,2,1,159.0,140.0,9,6,45,30,45.0,88.0,ODI,1
India,South Africa,Mumbai,Bowling,Humid,1,0,178.0,149.0,5,6,36,39,70.0,77.0,ODI,1
India,Afghanistan,London,Balanced,Clear,2,0,198.0,169.0,8,6,48,53,54.0,46.0,T20,1
New Zealand,India,Johannesburg,Balanced,Cloudy,2,0,183.0,161.0,7,4,39,82,51.0,46.0,T20,0
Sri Lanka,India,Chennai,Bowling,Rainy,2,1,193.0,165.0,5,9,33,55,57.0,36.0,T20,1
West Indies,New Zealand,Chennai,Bowling,Rainy,2,0,162.0,197.0,4,6,81,83,28.0,68.0,T20,0
Afghanistan,New Zealand,Dubai,Balanced,Clear,2,0,179.0,170.0,4,7,46,65,91.0,79.0,T20,0
South Africa,Pakistan,Sydney,Batting,Clear,2,0,197.0,162.0,6,8,57,47,35.0,94.0,T20,1
Australia,England,London,Batting,Rainy,2,0,151.0,192.0,9,7,71,36,82.0,40.0,T20,0
West Indies,New Zealand,Sydney,Batting,Clear,1,1,152.0,191.0,6,8,35,76,37.0,71.0,T20,0
South Africa,England,Kolkata,Bowling,Cloudy,1,0,173.0,185.0,6,4,42,49,60.0,39.0,T20,0
Australia,West Indies,Kolkata,Batting,Humid,1,1,197.0,193.0,9,8,58,69,88.0,55.0,T20,1
Bangladesh,West Indies,Kolkata,Balanced,Humid,1,0,170.0,141.0,8,4,37,45,67.0,82.0,ODI,1
Sri Lanka,Afghanistan,Dubai,Balanced,Rainy,1,1,189.0,199.0,9,6,88,33,82.0,34.0,T20,1
Afghanistan,India,London,Batting,Humid,2,0,181.0,189.0,9,5,31,50,20.0,49.0,T20,0
Pakistan,Australia,Kolkata,Balanced,Humid,2,1,199.0,160.0,4,8,42,84,76.0,72.0,T20,1
Pakistan,West Indies,Kolkata,Batting,Rainy,2,1,182.0,165.0,4,9,57,74,74.0,32.0,T20,1
South Africa,New Zealand,Sydney,Bowling,Clear,2,1,179.0,141.0,5,9,89,84,57.0,29.0,ODI,1
Bangladesh,India,Mumbai,Bowling,Clear,2,0,181.0,190.0,4,5,63,46,94.0,77.0,T20,1
England,New Zealand,Melbourne,Bowling,Humid,2,1,170.0,165.0,9,5,84,65,63.0,74.0,ODI,1
New Zealand,Pakistan,Bengaluru,Balanced,Clear,1,0,156.0,156.0,4,5,70,40,75.0,73.0,ODI,1
Sri Lanka,Pakistan,Bengaluru,Batting,Clear,1,0,168.0,195.0,4,6,41,32,43.0,20.0,T20,0
Bangladesh,Sri Lanka,Dubai,Bowling,Cloudy,2,1,170.0,194.0,4,6,64,42,49.0,90.0,T20,0
South Africa,New Zealand,Sydney,Balanced,Rainy,2,1,164.0,183.0,4,8,85,30,98.0,82.0,T20,1
England,Afghanistan,Kolkata,Bowling,Clear,1,0,163.0,168.0,7,9,72,84,23.0,20.0,ODI,0
India,Australia,Delhi,Bowling,Humid,2,0,178.0,148.0,4,4,79,49,20.0,23.0,ODI,1
New Zealand,Sri Lanka,Chennai,Batting,Cloudy,1,0,156.0,149.0,4,9,43,34,69.0,42.0,ODI,1
Pakistan,England,Melbourne,Batting,Clear,1,1,196.0,187.0,8,8,50,32,92.0,30.0,T20,1
Pakistan,England,Chennai,Batting,Clear,1,1,195.0,160.0,4,7,68,52,59.0,62.0,T20,1
West Indies,Australia,Chennai,Balanced,Cloudy,1,1,170.0,156.0,8,4,42,47,48.0,30.0,ODI,1
Sri Lanka,Pakistan,Dubai,Bowling,Clear,2,0,154.0,195.0,8,4,77,87,43.0,25.0,T20,0
New Zealand,South Africa,Sydney,Batting,Humid,2,1,153.0,173.0,8,5,88,42,64.0,75.0,ODI,1
India,Afghanistan,Dubai,Batting,Humid,1,1,177.0,156.0,8,7,85,53,21.0,34.0,ODI,1
New Zealand,Bangladesh,Johannesburg,Balanced,Cloudy,2,0,189.0,169.0,5,4,50,79,43.0,96.0,T20,0
Australia,Afghanistan,Johannesburg,Batting,Cloudy,2,0,199.0,178.0,7,4,55,51,32.0,27.0,T20,1
Australia,Pakistan,Melbourne,Bowling,Clear,1,1,170.0,179.0,8,5,58,55,23.0,41.0,T20,0
New Zealand,Afghanistan,Kolkata,Bowling,Cloudy,1,0,161.0,176.0,9,4,35,77,33.0,34.0,ODI,0
Australia,Bangladesh,Kolkata,Batting,Clear,2,0,154.0,150.0,8,7,54,38,32.0,80.0,ODI,1
West Indies,New Zealand,Dubai,Bowling,Cloudy,1,0,170.0,155.0,5,6,81,48,36.0,98.0,ODI,1
Pakistan,India,Bengaluru,Batting,Cloudy,1,1,160.0,197.0,7,4,82,51,66.0,69.0,T20,0
England,Sri Lanka,Sydney,Bowling,Cloudy,1,1,186.0,182.0,6,6,81,79,73.0,58.0,T20,1
Australia,New Zealand,Kolkata,Batting,Cloudy,2,0,177.0,149.0,6,8,85,69,51.0,61.0,ODI,1
Australia,England,Johannesburg,Balanced,Cloudy,2,1,187.0,157.0,7,7,58,56,20.0,51.0,T20,1
Pakistan,West Indies,Dubai,Balanced,Cloudy,2,1,172.0,176.0,7,9,89,81,26.0,22.0,T20,0
India,New Zealand,Delhi,Balanced,Cloudy,2,1,152.0,147.0,5,6,36,39,25.0,32.0,ODI,1
England,Afghanistan,Sydney,Batting,Humid,1,1,145.0,191.0,5,4,73,50,59.0,85.0,ODI,0
South Africa,India,Kolkata,Batting,Cloudy,2,0,159.0,187.0,5,5,41,51,33.0,94.0,T20,0
India,New Zealand,Mumbai,Batting,Cloudy,1,0,194.0,174.0,7,5,81,85,50.0,63.0,T20,1
South Africa,England,Delhi,Balanced,Rainy,2,1,171.0,155.0,9,6,40,73,82.0,20.0,ODI,1
South Africa,Afghanistan,Melbourne,Balanced,Clear,1,0,143.0,169.0,6,8,39,58,31.0,50.0,ODI,0
Bangladesh,New Zealand,Delhi,Bowling,Clear,2,1,149.0,169.0,5,5,80,89,97.0,22.0,ODI,1
Pakistan,West Indies,Dubai,Batting,Clear,2,0,183.0,161.0,8,8,81,45,97.0,35.0,T20,1
West Indies,South Africa,Dubai,Batting,Humid,2,1,168.0,198.0,7,4,42,38,32.0,26.0,T20,0
Sri Lanka,Bangladesh,Sydney,Batting,Rainy,1,1,198.0,187.0,7,9,36,57,59.0,84.0,T20,0
Afghanistan,New Zealand,Delhi,Batting,Humid,1,0,157.0,156.0,7,5,84,44,25.0,27.0,ODI,1
Bangladesh,Australia,Mumbai,Batting,Cloudy,1,1,156.0,142.0,6,8,39,45,38.0,61.0,ODI,1
India,England,London,Bowling,Humid,1,0,196.0,164.0,8,9,76,49,44.0,89.0,T20,1
Pakistan,West Indies,Bengaluru,Balanced,Humid,2,1,197.0,144.0,4,6,58,76,74.0,31.0,T20,1
India,West Indies,Kolkata,Batting,Clear,1,0,169.0,147.0,5,5,40,44,23.0,23.0,ODI,1
Australia,Bangladesh,Chennai,Batting,Rainy,2,0,147.0,199.0,4,8,35,32,64.0,79.0,T20,0
South Africa,Sri Lanka,Johannesburg,Batting,Clear,2,0,189.0,177.0,5,6,47,86,82.0,30.0,T20,0
India,Australia,Bengaluru,Balanced,Humid,1,1,147.0,179.0,7,4,59,71,86.0,87.0,ODI,0
Pakistan,India,Melbourne,Batting,Humid,1,1,141.0,191.0,7,8,63,65,40.0,85.0,ODI,0
Afghanistan,England,Kolkata,Bowling,Humid,1,0,189.0,178.0,5,6,62,85,31.0,30.0,T20,0
Sri Lanka,Afghanistan,Dubai,Bowling,Humid,1,0,155.0,144.0,9,8,57,40,32.0,94.0,ODI,1
Sri Lanka,Afghanistan,London,Bowling,Cloudy,2,1,180.0,166.0,4,5,60,66,38.0,83.0,T20,0
India,Afghanistan,Bengaluru,Balanced,Clear,1,0,154.0,157.0,6,7,62,75,54.0,25.0,ODI,0
South Africa,England,Bengaluru,Balanced,Cloudy,1,0,155.0,177.0,9,9,34,32,31.0,86.0,ODI,0
Sri Lanka,West Indies,London,Bowling,Clear,1,1,192.0,197.0,8,4,31,71,92.0,83.0,T20,0
England,Pakistan,Mumbai,Batting,Humid,1,1,190.0,162.0,6,7,64,65,99.0,26.0,T20,1
Australia,Sri Lanka,Mumbai,Balanced,Clear,2,1,159.0,171.0,4,5,71,41,33.0,76.0,ODI,0
New Zealand,England,Chennai,Balanced,Humid,1,1,167.0,152.0,8,8,32,79,68.0,22.0,ODI,1
India,Bangladesh,Dubai,Bowling,Rainy,1,0,177.0,166.0,7,4,63,57,37.0,47.0,T20,1
New Zealand,South Africa,Bengaluru,Bowling,Clear,1,1,169.0,156.0,6,6,63,77,42.0,35.0,ODI,1
South Africa,India,Melbourne,Batting,Humid,1,1,170.0,181.0,5,5,46,83,24.0,91.0,T20,0
